line_number,book_number,original_text,verse_normalized,verse_syllabified
138,1,"Deines vielleicht, auch des Ajas Geschenk wohl, oder Odysseus'",deines vielleicht auch des ajas geschenk wohl oder odysseus',dei|nes|viel|leicht|auch|des|a|jas|ge|schenk|wohl|o|der|o|dys|seus'
139,1,"Führ' ich hinweg; und zürnen vielleicht wird, welchem ich nahe!",führ' ich hinweg und zürnen vielleicht wird welchem ich nahe,führ'|ich|hin|weg|und|zür|nen|viel|leicht|wird|wel|chem|ich|na|he
140,1,Doch von solcherlei Dingen ist Zeit zu reden auch künftig.,doch von solcherlei dingen ist zeit zu reden auch künftig,doch|von|sol|cher|lei|din|gen|ist|zeit|zu|re|den|auch|künf|tig
141,1,"Auf nun, zieht ein schwärzliches Schiff in die heilige Meerflut;",auf nun zieht ein schwärzliches schiff in die heilige meerflut,auf|nun|zieht|ein|schwärz|li|ches|schiff|in|die|hei|li|ge|meer|flut
142,1,Sammelt hinein vollzählig die Ruderer; bringt auch Apollons,sammelt hinein vollzählig die ruderer bringt auch apollons,sam|melt|hin|ein|voll|zäh|lig|die|ru|de|rer|bringt|auch|a|pol|lons
143,1,"Hekatomb'; und sie selbst, des Chryses rosige Tochter,",hekatomb' und sie selbst des chryses rosige tochter,he|ka|tomb'|und|sie|selbst|des|chry|ses|ro|si|ge|toch|ter
144,1,Führet hinein; und Gebieter des Schiffs sei der Könige einer:,führet hinein und gebieter des schiffs sei der könige einer,füh|ret|hin|ein|und|ge|bie|ter|des|schiffs|sei|der|kö|ni|ge|ei|ner
145,1,"Ajas, oder der Held Idomeneus, oder Odysseus,",ajas oder der held idomeneus oder odysseus,a|jas|o|der|der|held|i|do|me|neus|o|der|o|dys|seus
146,1,"Oder auch du, Peleide, du schrecklichster unter den Männern!",oder auch du peleide du schrecklichster unter den männern,o|der|auch|du|pe|lei|de|du|schreck|lichs|ter|un|ter|den|män|nern
147,1,Daß du den Treffenden uns durch heilige Opfer besänftigst.,daß du den treffenden uns durch heilige opfer besänftigst,daß|du|den|tref|fen|den|uns|durch|hei|li|ge|op|fer|be|sänf|tigst
148,1,Finster schaut' und begann der mutige Renner Achilleus:,finster schaut' und begann der mutige renner achilleus,fins|ter|schaut'|und|be|gann|der|mu|ti|ge|ren|ner|a|chil|leus
149,1,"Ha, du in Unverschämtheit gehülleter, sinnend auf Vorteil!",ha du in unverschämtheit gehülleter sinnend auf vorteil,ha|du|in|un|ver|schämt|heit|ge|hül|le|ter|sin|nend|auf|vor|teil
150,1,"Wie doch gehorcht dir willig noch einer im Heer der Achaier,",wie doch gehorcht dir willig noch einer im heer der achaier,wie|doch|ge|horcht|dir|wil|lig|noch|ei|ner|im|heer|der|a|chai|er
151,1,"Einen Gang dir zu gehn, und kühn mit dem Feinde zu kämpfen?",einen gang dir zu gehn und kühn mit dem feinde zu kämpfen,ei|nen|gang|dir|zu|gehn|und|kühn|mit|dem|fein|de|zu|kämp|fen
152,1,"Nicht ja wegen der Troer, der lanzenkundigen, kam ich",nicht ja wegen der troer der lanzenkundigen kam ich,nicht|ja|we|gen|der|tro|er|der|lan|zen|kun|di|gen|kam|ich
153,1,Mit hieher in den Streit; sie haben's an mir nicht verschuldet.,mit hieher in den streit sie haben's an mir nicht verschuldet,mit|hie|her|in|den|streit|sie|ha|ben's|an|mir|nicht|ver|schul|det
154,1,"Denn nie haben sie mir die Rosse geraubt, noch die Rinder;",denn nie haben sie mir die rosse geraubt noch die rinder,denn|nie|ha|ben|sie|mir|die|ros|se|ge|raubt|noch|die|rin|der
155,1,"Nie auch haben in Phtia, dem scholligen Männergefilde,",nie auch haben in phtia dem scholligen männergefilde,nie|auch|ha|ben|in|phti|a|dem|schol|li|gen|män|ner|ge|fil|de
156,1,"Meine Frucht sie verletzt; indem viel Raumes uns sondert,",meine frucht sie verletzt indem viel raumes uns sondert,mei|ne|frucht|sie|ver|letzt|in|dem|viel|rau|mes|uns|son|dert
157,1,"Waldbeschattete Berg', und des Meers weitrauschende Wogen.",waldbeschattete berg' und des meers weitrauschende wogen,wald|be|schat|te|te|berg'|und|des|meers|weit|rau|schen|de|wo|gen
158,1,"Dir, schamlosester Mann, dir folgten wir, daß du dich freutest;",dir schamlosester mann dir folgten wir daß du dich freutest,dir|scham|lo|ses|ter|mann|dir|folg|ten|wir|daß|du|dich|freu|test
159,1,"Nur Menelaos zu rächen, und dich, du Ehrevergeßner,",nur menelaos zu rächen und dich du ehrevergeßner,nur|me|ne|la|os|zu|rä|chen|und|dich|du|eh|re|ver|geß|ner
160,1,"An den Troern! Das achtest du nichts, noch kümmert dich solches!",an den troern das achtest du nichts noch kümmert dich solches,an|den|tro|ern|das|ach|test|du|nichts|noch|küm|mert|dich|sol|ches
161,1,"Selbst mein Ehrengeschenk, das drohest du mir zu entreißen,",selbst mein ehrengeschenk das drohest du mir zu entreißen,selbst|mein|eh|ren|ge|schenk|das|dro|hest|du|mir|zu|ent|rei|ßen
162,1,"Welches mit Schweiß ich errungen, und mir verehrt die Achaier!",welches mit schweiß ich errungen und mir verehrt die achaier,wel|ches|mit|schweiß|ich|er|run|gen|und|mir|ver|ehrt|die|a|chai|er
163,1,"Hab' ich doch nie ein Geschenk, wie das deinige, wann die Achaier",hab' ich doch nie ein geschenk wie das deinige wann die achaier,hab'|ich|doch|nie|ein|ge|schenk|wie|das|dei|ni|ge|wann|die|a|chai|er
164,1,Eine bevölkerte Stadt des troischen Volkes verwüstet;,eine bevölkerte stadt des troischen volkes verwüstet,ei|ne|be|völ|ker|te|stadt|des|tro|i|schen|vol|kes|ver|wüs|tet
165,1,Sondern die schwerste Last des tobenden Schlachtengetümmels,sondern die schwerste last des tobenden schlachtengetümmels,son|dern|die|schwers|te|last|des|to|ben|den|schlach|ten|ge|tüm|mels
166,1,"Trag' ich mit meinem Arm: doch kommt zur Teilung es endlich,",trag' ich mit meinem arm doch kommt zur teilung es endlich,trag'|ich|mit|mei|nem|arm|doch|kommt|zur|tei|lung|es|end|lich
167,1,"Dein ist das größte Geschenk; und ich, mit wenigem fröhlich,",dein ist das größte geschenk und ich mit wenigem fröhlich,dein|ist|das|größ|te|ge|schenk|und|ich|mit|we|ni|gem|fröh|lich
168,1,"Kehre heim zu den Schiffen, nachdem ich erschlafft von dem Streite.",kehre heim zu den schiffen nachdem ich erschlafft von dem streite,keh|re|heim|zu|den|schif|fen|nach|dem|ich|er|schlafft|von|dem|strei|te
169,1,"Doch nun geh' ich gen Phtia! denn weit zuträglicher ist es,",doch nun geh' ich gen phtia denn weit zuträglicher ist es,doch|nun|geh'|ich|gen|phti|a|denn|weit|zu|träg|li|cher|ist|es
170,1,"Heim mit den Schiffen zu gehn, den gebogenen! Schwerlich auch wirst du,",heim mit den schiffen zu gehn den gebogenen schwerlich auch wirst du,heim|mit|den|schif|fen|zu|gehn|den|ge|bo|ge|nen|schwer|lich|auch|wirst|du
171,1,"Weil du allhier mich entehrst, noch Schätz' und Güter dir häufen!",weil du allhier mich entehrst noch schätz' und güter dir häufen,weil|du|all|hier|mich|ent|ehrst|noch|schätz'|und|gü|ter|dir|häu|fen
172,1,Ihm antwortete drauf der Herrscher des Volks Agamemnon:,ihm antwortete drauf der herrscher des volks agamemnon,ihm|ant|wor|te|te|drauf|der|herr|scher|des|volks|a|ga|mem|non
173,1,"Fliehe nur, wenn's dein Herz dir gebeut! Nie werd' ich dich wahrlich",fliehe nur wenn's dein herz dir gebeut nie werd' ich dich wahrlich,flie|he|nur|wenn's|dein|herz|dir|ge|beut|nie|werd'|ich|dich|wahr|lich
174,1,"Anflehn, meinethalb zu verziehn! Mir bleiben noch andre,",anflehn meinethalb zu verziehn mir bleiben noch andre,an|flehn|mei|net|halb|zu|ver|ziehn|mir|blei|ben|noch|and|re
175,1,Ehre mir zu erwerben; zumal Zeus waltende Vorsicht!,ehre mir zu erwerben zumal zeus waltende vorsicht,eh|re|mir|zu|er|wer|ben|zu|mal|zeus|wal|ten|de|vor|sicht
176,1,Ganz verhaßt mir bist du vor allen beseligten Herrschern!,ganz verhaßt mir bist du vor allen beseligten herrschern,ganz|ver|haßt|mir|bist|du|vor|al|len|be|se|lig|ten|herr|schern
177,1,"Stets doch hast du den Zank nur geliebt, und die Kämpf' und die Schlachten!",stets doch hast du den zank nur geliebt und die kämpf' und die schlachten,stets|doch|hast|du|den|zank|nur|ge|liebt|und|die|kämpf'|und|die|schlach|ten
178,1,"Wenn du ein Stärkerer bist, ein Gott hat dir solches verliehen!",wenn du ein stärkerer bist ein gott hat dir solches verliehen,wenn|du|ein|stär|ke|rer|bist|ein|gott|hat|dir|sol|ches|ver|lie|hen
179,1,"Schiffe denn heim, du selbst mit den Deinigen, daß du in Ruhe",schiffe denn heim du selbst mit den deinigen daß du in ruhe,schif|fe|denn|heim|du|selbst|mit|den|dei|ni|gen|daß|du|in|ru|he
180,1,Myrmidonen gebietest! denn du bist nichts mir geachtet;,myrmidonen gebietest denn du bist nichts mir geachtet,myr|mi|do|nen|ge|bie|test|denn|du|bist|nichts|mir|ge|ach|tet
181,1,Nichts auch gilt mir dein Pochen! vielmehr noch droh' ich dir also:,nichts auch gilt mir dein pochen vielmehr noch droh' ich dir also,nichts|auch|gilt|mir|dein|po|chen|viel|mehr|noch|droh'|ich|dir|al|so
182,1,"Weil mir Chryses Tochter hinwegnimmt Phöbos Apollon,",weil mir chryses tochter hinwegnimmt phöbos apollon,weil|mir|chry|ses|toch|ter|hin|weg|nimmt|phö|bos|a|pol|lon
183,1,Werd' ich sie mit eigenem Schiff und eignen Genossen,werd' ich sie mit eigenem schiff und eignen genossen,werd'|ich|sie|mit|ei|ge|nem|schiff|und|eig|nen|ge|nos|sen
184,1,Senden; allein ich hole die rosige Tochter des Brises,senden allein ich hole die rosige tochter des brises,sen|den|al|lein|ich|ho|le|die|ro|si|ge|toch|ter|des|bri|ses
185,1,"Selbst mir aus deinem Gezelt, dein Ehrengeschenk: daß du lernest,",selbst mir aus deinem gezelt dein ehrengeschenk daß du lernest,selbst|mir|aus|dei|nem|ge|zelt|dein|eh|ren|ge|schenk|daß|du|ler|nest
186,1,"Wie viel höher ich sei als du, und ein anderer zage,",wie viel höher ich sei als du und ein anderer zage,wie|viel|hö|her|ich|sei|als|du|und|ein|an|de|rer|za|ge
187,1,"Gleich sich mir zu wähnen, und so mir zu trotzen ins Antlitz!",gleich sich mir zu wähnen und so mir zu trotzen ins antlitz,gleich|sich|mir|zu|wäh|nen|und|so|mir|zu|trot|zen|ins|ant|litz
188,1,"Jener sprach's; da entbrannte der Peleion', und das Herz ihm",jener sprach's da entbrannte der peleion' und das herz ihm,je|ner|sprach's|da|ent|brann|te|der|pe|lei|on'|und|das|herz|ihm
189,1,"Unter der zottigen Brust ratschlagete, wankendes Sinnes:",unter der zottigen brust ratschlagete wankendes sinnes,un|ter|der|zot|ti|gen|brust|rat|schla|ge|te|wan|ken|des|sin|nes
190,1,Ob er das schneidende Schwert alsbald von der Hüfte sich reißend,ob er das schneidende schwert alsbald von der hüfte sich reißend,ob|er|das|schnei|den|de|schwert|als|bald|von|der|hüf|te|sich|rei|ßend
191,1,"Trennen sie sollt' auseinander, und niederhaun den Atreiden;",trennen sie sollt' auseinander und niederhaun den atreiden,tren|nen|sie|sollt'|aus|ein|an|der|und|nie|der|haun|den|a|trei|den
192,1,"Oder stillen den Zorn, und die mutige Seele beherrschen.",oder stillen den zorn und die mutige seele beherrschen,o|der|stil|len|den|zorn|und|die|mu|ti|ge|see|le|be|herr|schen
193,1,"Als er solches erwog in des Herzens Geist und Empfindung,",als er solches erwog in des herzens geist und empfindung,als|er|sol|ches|er|wog|in|des|her|zens|geist|und|emp|fin|dung
194,1,Und er das große Schwert schon hervorzog; naht' ihm vom Himmel,und er das große schwert schon hervorzog naht' ihm vom himmel,und|er|das|gro|ße|schwert|schon|her|vor|zog|naht'|ihm|vom|him|mel
195,1,"Pallas Athen', entsandt von der lilienarmigen Here,",pallas athen' entsandt von der lilienarmigen here,pal|las|a|then'|ent|sandt|von|der|li|lien|ar|mi|gen|he|re
196,1,Die für beide zugleich in liebender Seele besorgt war.,die für beide zugleich in liebender seele besorgt war,die|für|bei|de|zu|gleich|in|lie|ben|der|see|le|be|sorgt|war
197,1,"Hinter ihn trat sie, und faßte das bräunliche Haar des Peleiden,",hinter ihn trat sie und faßte das bräunliche haar des peleiden,hin|ter|ihn|trat|sie|und|faß|te|das|bräun|li|che|haar|des|pe|lei|den
198,1,Ihm allein sich enthüllend; der anderen schaute sie keiner.,ihm allein sich enthüllend der anderen schaute sie keiner,ihm|al|lein|sich|ent|hül|lend|der|an|de|ren|schau|te|sie|kei|ner
199,1,Staunend zuckte der Held und wandte sich: plötzlich erkannt' er,staunend zuckte der held und wandte sich plötzlich erkannt' er,stau|nend|zuck|te|der|held|und|wand|te|sich|plötz|lich|er|kannt'|er
200,1,"Pallas Athenens Gestalt, und fürchterlich strahlt' ihm ihr Auge.",pallas athenens gestalt und fürchterlich strahlt' ihm ihr auge,pal|las|a|the|nens|ge|stalt|und|fürch|ter|lich|strahlt'|ihm|ihr|au|ge
201,1,"Und er begann zu jener, und sprach die geflügelten Worte:",und er begann zu jener und sprach die geflügelten worte,und|er|be|gann|zu|je|ner|und|sprach|die|ge|flü|gel|ten|wor|te
202,1,"Warum, o Tochter Zeus des Ägiserschütterers, kamst du?",warum o tochter zeus des ägiserschütterers kamst du,war|um|o|toch|ter|zeus|des|ä|gis|er|schüt|te|rers|kamst|du
203,1,Etwa den Frevel zu schaun von Atreus Sohn Agamemnon?,etwa den frevel zu schaun von atreus sohn agamemnon,et|wa|den|fre|vel|zu|schaun|von|a|treus|sohn|a|ga|mem|non
204,1,"Aber ich sage dir an, und das wird wahrlich vollendet:",aber ich sage dir an und das wird wahrlich vollendet,a|ber|ich|sa|ge|dir|an|und|das|wird|wahr|lich|voll|en|det
205,1,Sein unbändiger Stolz wird einst noch das Leben ihm kosten!,sein unbändiger stolz wird einst noch das leben ihm kosten,sein|un|bän|di|ger|stolz|wird|einst|noch|das|le|ben|ihm|kos|ten
206,1,Drauf antwortete Zeus blauäugige Tochter Athene:,drauf antwortete zeus blauäugige tochter athene,drauf|ant|wor|te|te|zeus|blau|äu|gi|ge|toch|ter|a|the|ne
207,1,"Deinen Zorn zu stillen, gehorchtest du, kam ich vom Himmel;",deinen zorn zu stillen gehorchtest du kam ich vom himmel,dei|nen|zorn|zu|stil|len|ge|horch|test|du|kam|ich|vom|him|mel
208,1,"Denn mich sendete Here, die lilienarmige Göttin,",denn mich sendete here die lilienarmige göttin,denn|mich|sen|de|te|he|re|die|li|lien|ar|mi|ge|göt|tin
209,1,Die für beide zugleich in liebender Seele besorgt ist.,die für beide zugleich in liebender seele besorgt ist,die|für|bei|de|zu|gleich|in|lie|ben|der|see|le|be|sorgt|ist
210,1,"Aber wohlan, laß fahren den Streit, und zucke das Schwert nicht.",aber wohlan laß fahren den streit und zucke das schwert nicht,a|ber|wohl|an|laß|fah|ren|den|streit|und|zuc|ke|das|schwert|nicht
211,1,"Magst du mit Worten ihn doch beleidigen, wie es dir einfällt.",magst du mit worten ihn doch beleidigen wie es dir einfällt,magst|du|mit|wor|ten|ihn|doch|be|lei|di|gen|wie|es|dir|ein|fällt
212,1,"Denn ich sage dir an, und das wird wahrlich vollendet:",denn ich sage dir an und das wird wahrlich vollendet,denn|ich|sa|ge|dir|an|und|das|wird|wahr|lich|voll|en|det
213,1,"Einst wird dir noch dreimal so herrliche Gabe geboten,",einst wird dir noch dreimal so herrliche gabe geboten,einst|wird|dir|noch|drei|mal|so|herr|li|che|ga|be|ge|bo|ten
214,1,"Wegen der heutigen Schmach. Drum fasse dich nun, und gehorch' uns.",wegen der heutigen schmach drum fasse dich nun und gehorch' uns,we|gen|der|heu|ti|gen|schmach|drum|fas|se|dich|nun|und|ge|horch'|uns
215,1,Ihr antwortete drauf der mutige Renner Achilleus:,ihr antwortete drauf der mutige renner achilleus,ihr|ant|wor|te|te|drauf|der|mu|ti|ge|ren|ner|a|chil|leus
216,1,"Euer Wort, o Göttin, geziemet es, wohl zu bewahren,",euer wort o göttin geziemet es wohl zu bewahren,eu|er|wort|o|göt|tin|ge|zie|met|es|wohl|zu|be|wah|ren
217,1,Welche Wut auch im Herzen sich hebt; denn solches ist besser.,welche wut auch im herzen sich hebt denn solches ist besser,wel|che|wut|auch|im|her|zen|sich|hebt|denn|sol|ches|ist|bes|ser
218,1,"Wer dem Gebot der Götter gehorcht, den hören sie wieder.",wer dem gebot der götter gehorcht den hören sie wieder,wer|dem|ge|bot|der|göt|ter|ge|horcht|den|hö|ren|sie|wie|der
219,1,"Sprach's, und hemmte die nervichte Hand an dem silbernen Hefte,",sprach's und hemmte die nervichte hand an dem silbernen hefte,sprach's|und|hemm|te|die|ner|vich|te|hand|an|dem|sil|ber|nen|hef|te
220,1,"Stieß in die Scheide zurück das große Schwert, und verwarf nicht",stieß in die scheide zurück das große schwert und verwarf nicht,stieß|in|die|schei|de|zu|rück|das|gro|ße|schwert|und|ver|warf|nicht
221,1,"Athenäens Gebot. Sie wandte sich drauf zum Olympos,",athenäens gebot sie wandte sich drauf zum olympos,a|the|nä|ens|ge|bot|sie|wand|te|sich|drauf|zum|o|lym|pos
222,1,"In den Palast des donnernden Zeus, zu den anderen Göttern.",in den palast des donnernden zeus zu den anderen göttern,in|den|pa|last|des|don|nern|den|zeus|zu|den|an|de|ren|göt|tern
223,1,Doch der Peleide begann mit erbitterten Worten von neuem,doch der peleide begann mit erbitterten worten von neuem,doch|der|pe|lei|de|be|gann|mit|er|bit|ter|ten|wor|ten|von|neu|em
224,1,Gegen des Atreus Sohn; denn noch nicht ruht' er vom Zorne:,gegen des atreus sohn denn noch nicht ruht' er vom zorne,ge|gen|des|a|treus|sohn|denn|noch|nicht|ruht'|er|vom|zor|ne
225,1,"Trunkenbold, mit dem hündischen Blick, und dem Mute des Hirsches!",trunkenbold mit dem hündischen blick und dem mute des hirsches,trun|ken|bold|mit|dem|hün|di|schen|blick|und|dem|mu|te|des|hir|sches
226,1,"Niemals weder zur Schlacht mit dem Volke zugleich dich zu rüsten,",niemals weder zur schlacht mit dem volke zugleich dich zu rüsten,nie|mals|we|der|zur|schlacht|mit|dem|vol|ke|zu|gleich|dich|zu|rüs|ten
227,1,"Noch zum Hinterhalte zu gehn mit den edlen Achaias,",noch zum hinterhalte zu gehn mit den edlen achaias,noch|zum|hin|ter|hal|te|zu|gehn|mit|den|ed|len|a|chai|as
228,1,Hast du im Herzen gewagt! Das scheinen dir Schrecken des Todes!,hast du im herzen gewagt das scheinen dir schrecken des todes,hast|du|im|her|zen|ge|wagt|das|schei|nen|dir|schre|cken|des|to|des
229,1,"Zwar behaglicher ist es, im weiten Heer der Achaier",zwar behaglicher ist es im weiten heer der achaier,zwar|be|hag|li|cher|ist|es|im|wei|ten|heer|der|a|chai|er
230,1,"Ihm sein Geschenk zu entwenden, der dir entgegen nur redet!",ihm sein geschenk zu entwenden der dir entgegen nur redet,ihm|sein|ge|schenk|zu|ent|wen|den|der|dir|ent|ge|gen|nur|re|det
231,1,Volkverschlingender König! Denn nichtigen Menschen gebeutst du!,volkverschlingender könig denn nichtigen menschen gebeutst du,volk|ver|schlin|gen|der|kö|nig|denn|nich|ti|gen|men|schen|ge|beutst|du
232,1,"Oder du hättest, Atreide, das letzte Mal heute gefrevelt!",oder du hättest atreide das letzte mal heute gefrevelt,o|der|du|hät|test|a|trei|de|das|letz|te|mal|heu|te|ge|fre|velt
233,1,"Aber ich sage dir an, und mit heiligen Eide beschwör' ich's!",aber ich sage dir an und mit heiligen eide beschwör' ich's,a|ber|ich|sa|ge|dir|an|und|mit|hei|li|gen|ei|de|be|schwör'|ich's
234,1,"Wahrlich bei diesem Scepter, der niemals Blätter und Zweige",wahrlich bei diesem scepter der niemals blätter und zweige,wahr|lich|bei|die|sem|scep|ter|der|nie|mals|blät|ter|und|zwei|ge
235,1,"Wieder zeugt, nachdem er den Stamm im Gebirge verlassen;",wieder zeugt nachdem er den stamm im gebirge verlassen,wie|der|zeugt|nach|dem|er|den|stamm|im|ge|bir|ge|ver|las|sen
236,1,"Nie mehr sproßt er empor, denn ringsum schälte das Erz ihm",nie mehr sproßt er empor denn ringsum schälte das erz ihm,nie|mehr|sproßt|er|em|por|denn|rings|um|schäl|te|das|erz|ihm
237,1,Laub und Rinde hinweg; und edele Söhne Achaias,laub und rinde hinweg und edele söhne achaias,laub|und|rin|de|hin|weg|und|e|de|le|söh|ne|a|chai|as
238,1,"Tragen ihn jetzt in der Hand, die Richtenden, welchen Kronion",tragen ihn jetzt in der hand die richtenden welchen kronion,tra|gen|ihn|jetzt|in|der|hand|die|rich|ten|den|wel|chen|kro|ni|on
239,1,Seine Gesetze vertraut: dies sei dir die hohe Beteurung!,seine gesetze vertraut dies sei dir die hohe beteurung,sei|ne|ge|set|ze|ver|traut|dies|sei|dir|die|ho|he|be|teu|rung
240,1,Wahrlich vermißt wird Achilleus hinfort von den Söhnen Achaias,wahrlich vermißt wird achilleus hinfort von den söhnen achaias,wahr|lich|ver|mißt|wird|a|chil|leus|hin|fort|von|den|söh|nen|a|chai|as
241,1,"Allzumal; dann suchst du umsonst, wie sehr du dich härmest,",allzumal dann suchst du umsonst wie sehr du dich härmest,all|zu|mal|dann|suchst|du|um|sonst|wie|sehr|du|dich|här|mest
